Food-Name,"Energy-
-kJ","Protein-
-g","Fat
-g","carbohydrate
-g",sugars-g,"Sodium-Na-
-mg","Zinc-Zn-
-mg","Folate
-ug","Pyridoxine-B6-
-mg","Cobalamin-B12-
-ug","Vitamin-D3
-ug","Vitamin-C-
-mg","Vitamin-A
-ug","Iron-Fe-
-mg","Calcium-Ca-
-mg","Selenium-Se-
-ug",per-100g
"Pineapple, canned in pineapple juice, juice only",187,0.3,0,10.6,10.6,1,0.3,18,0.1,0,0,9,0,0.3,6,0.1,per 100g
"Pineapple, canned in syrup",360,0.3,0.6,19.8,19.8,6,0,5,0.07,0,0,8,1,0.4,4,0,per 100g
"Pineapple, canned in syrup, drained",296,0,0,17.5,17.5,1,0.09,0,0.1,0,0,5,3,0.18,9,0,per 100g
"Pineapple, canned in syrup, syrup only",370,0.3,0,22,22,1,0.2,0,0,0,0,9,0,0.3,5,0,per 100g
"Plum, unpeeled, raw",162,0.6,0.1,6.5,6.5,2,0.1,5,0.06,0,0,5,25,0.22,7,0.2,per 100g
"Plum, dark, canned in syrup",371,0.4,0,21.3,21.1,3,0.1,0,0.04,0,0,0,11,0.2,4,0,per 100g
"Plum, dark, canned in syrup, drained",386,0.5,0.1,21.3,21,4,0.1,0,0.07,0,0,0,22,0.2,4,0,per 100g
"Plum, dark, canned in syrup, syrup only",354,0.3,0,21.3,21.2,2,0.1,0,0,0,0,0,0,0.2,3,0,per 100g
"Pomegranate, peeled, raw",329,1.9,0.2,13.5,13.5,4,0.4,38,0.08,0,0,14,11,0.5,14,0.5,per 100g
"Prickly pear, peeled, raw",204,0.4,0.3,8.8,8.8,1,0.6,6,0.06,0,0,18,8,0.4,48,0.6,per 100g
Prune (dried plum),841,2.3,0.4,32.5,31,7,0.8,4,0.2,0,0,2,72,1.1,52,0.3,per 100g
"Quandong, fruit, flesh",213,2.5,0,8.1,8.1,116,0,191,0.02,0,0.05,20,10,0,7,0,per 100g
"Quince, peeled, raw",242,0.5,0.2,11,11,16,0.5,3,0.04,0,0,39,8,0.1,8,0.6,per 100g
Raisin,"1,226",3.2,0.5,68.7,66.9,10,0.35,4,0,0,0,0,5,1.16,53,0.2,per 100g
"Rambutan, raw",312,1,0.4,15.7,15.7,2,0.6,8,0.02,0,0,70,0,0.1,8,0,per 100g
"Raspberry, raw",204,1.1,0.2,6.8,6.5,1,0.32,34,0.05,0,0,29,4,0.54,26,1,per 100g
"Raspberry, purchased frozen",204,1.1,0.2,6.8,6.5,1,0.32,32,0.05,0,0,20,4,0.54,24,1,per 100g
"Raspberry, canned in syrup",315,0.6,0.1,17,16.8,5,0.14,14,0.02,0,0,5,1,0.95,10,0.4,per 100g
"Raspberry, canned in syrup, drained",343,1,0.2,16.2,15.9,6,0.2,34,0.05,0,0,5,2,1.3,18,1,per 100g
"Raspberry, canned in syrup, syrup only",296,0.2,0,17.5,17.5,4,0.1,0,0,0,0,5,0,0.7,5,0,per 100g
"Rhubarb, stalk, raw",94,1.5,0.2,1.7,1.7,12,0.3,7,0.02,0,0,8,17,0.3,26,1.1,per 100g
"Strawberry, raw",108,0.7,0.2,3.9,3.8,0,0.18,39,0.02,0,0,45,0,0.55,22,1,per 100g
"Strawberry, purchased frozen",108,0.7,0.2,3.9,3.8,0,0.18,37,0.02,0,0,32,0,0.55,21,1,per 100g
"Strawberry, canned in syrup",335,0.4,0.2,18.8,18.7,8,0.04,17,0.01,0,0,12,1,1.27,14,0.4,per 100g
"Strawberry, canned in syrup, drained",353,0.9,0.1,18.7,18.5,10,0.1,39,0.02,0,0,12,2,1.9,19,1,per 100g
"Strawberry, canned in syrup, syrup only",321,0.1,0.2,18.9,18.8,7,0,0,0,0,0,13,0,0.8,11,0,per 100g
Sultana,"1,295",2.6,0.3,75,73.2,7,0.35,14,0.12,0,0,0,0,1.85,52,0.2,per 100g
"Tamarillo, peeled, raw",150,2,0.1,3.4,3.4,1,0.2,4,0.29,0,0,15,155,0.7,8,0.1,per 100g
"Tangelo, peeled, raw",172,0.6,0.1,7.8,7.8,4,0.3,26,0.07,0,0,28,49,0.3,22,0,per 100g
"Tangerine or tangor, peeled, raw",180,1,0.2,8.1,8.1,2,0.1,24,0.04,0,0,44,17,0.2,26,0,per 100g
"Wax jambu, raw",109,0.7,0.2,4.5,4.5,1,0.1,34,0.03,0,0,8,0,0.8,13,0,per 100g
"Lime, native, fruit",137,0.1,2.7,0.4,0.4,4,0,347,0.04,0,0,347,5,0,32,0,per 100g
"Plum, davidson (native), flesh",280,1,0.2,14.3,3.9,45,0,29,0.06,0,0,30,13,0,16,0,per 100g
"Plum, salted",857,3.7,0,34.4,33.6,"8,400",0.35,111,0,0,0,0,8,13,130,1.5,per 100g
"Baked beans, canned in tomato sauce",334,4.8,0.3,10,2.1,378,0.51,50,0.02,0,0,2,5,1.01,39,3.6,per 100g
"Baked beans, canned in tomato sauce, reduced salt",354,4.8,0.3,11.3,3.4,294,0.51,50,0.02,0,0,2,5,1.01,39,3.6,per 100g
"Bean, broad, dried","1,300",24.3,2.1,37,2.7,21,2.4,423,0.2,0,0,1,5,3.7,108,0,per 100g
"Bean, haricot, dried","1,220",21.9,2.2,34.8,3.5,4,2.4,364,0.33,0,0,1,0,6.4,150,5,per 100g
"Bean, haricot, dried, boiled, drained",464,8.2,0.7,12.6,4.7,8,0.9,140,0.1,0,0,0,0,2.1,57,2,per 100g
"Bean, lima, dried","1,299",21.4,1.7,40.6,3.7,3,2.7,395,0.75,0,0,0,0,5.7,55,6,per 100g
"Bean, lima, dried, boiled, drained",355,6.4,0.3,10.2,0.6,7,0.7,83,0.2,0,0,0,0,1.3,16,1,per 100g
"Bean, mung, whole, dried, uncooked","1,320",24.5,2,41.9,2.1,1,2.8,625,0.3,0,0,5,11,4,89,20,per 100g
"Bean, red kidney, dried","1,250",22.5,1.8,35.6,3.4,3,3,394,0.51,0,0,0,1,5.6,95,4,per 100g
"Bean, red kidney, dried, boiled, drained",382,7.9,0.5,9.1,0.6,8,1,130,0.07,0,0,0,0,1.7,34,0,per 100g
"Bean, red kidney, fresh, raw",561,12.8,0.4,14.7,1.2,3,1,40,0.1,0,0,27,7,2.4,12,1.9,per 100g
"Bean, red kidney, fresh, boiled, drained",604,13.8,0.4,15.8,1.3,2,0.91,26,0.08,0,0,19,6,2.19,11,1.7,per 100g
"Bean, red kidney, canned, drained",441,6.6,0.6,14,2.4,320,0.59,40,0.1,0,0,0,0,2.1,36,1.9,per 100g
"Chickpea, dried","1,373",19.7,5.5,38.5,2.2,11,3.1,178,2.6,0,0,3,11,4.6,159,68,per 100g
"Chickpea, dried, boiled, drained",499,7.2,2,14,0.8,4,1.13,65,0.94,0,0,1,4,1.67,58,24.7,per 100g
"Chickpea, canned, drained",474,6.3,2.1,13.3,0.6,250,1,63,0.14,0,0,0,4,1.8,45,6,per 100g
"Lentil, French, hulled, dry","1,353",28.3,2,38.8,1,2,2.3,90,0.4,0,0,4,4,5.4,55,14,per 100g
"Lentil, green, hulled, dry","1,330",25.3,1.7,40.9,1.5,13,1.6,80,0.4,0,0,4,4,5.6,56,16,per 100g
"Lentil, red, hulled, dry","1,364",23,1.9,45.7,2.7,2,1.6,70,0.3,0,0,2,6,9.1,70,0,per 100g
"Lentil, hulled, dry","1,349",25.5,1.9,41.8,1.7,6,1.83,80,0.37,0,0,4,4,6.7,60,10,per 100g
"Lentil, dried, boiled, drained",385,7.3,0.5,11.9,0.5,1,0.44,14,0.07,0,0,1,1,1.63,15,2.4,per 100g
"Lupin, dehulled, splits, uncooked","1,320",37.5,7.9,10,2.8,50,3.6,350,0.1,0,0,2,33,4.3,84,8.2,per 100g
"Lupin, dehulled, flakes, uncooked","1,295",36.9,7.7,10,3.6,50,3.5,350,0.1,0,0,2,33,4,81,8.2,per 100g
"Lupin, whole, uncooked","1,182",28.6,6.5,7.4,2.3,50,3.4,350,0.1,0,0,2,33,3.9,211,8.2,per 100g
"Pea, split, dried","1,427",23,2,50.5,2.5,7,2.5,274,0.08,0,0,0,16,3.8,42,9,per 100g
"Pea, split, dried, boiled, drained",364,6.6,0.4,9.1,2.9,9,0.6,65,0.02,0,0,0,5,1,13,2,per 100g
"Pea, green, whole, dried","1,297",22,2.1,40.9,2.4,5,3.6,274,0.3,0,0,2,42,5.9,56,0,per 100g
"Pea, yellow, whole, dried","1,361",23.3,2.3,43.6,2.6,12,2.5,274,0.1,0,0,2,42,4.8,59,21,per 100g
"Beef, all cuts, separable fat, raw","2,478",12.1,61.4,0,0,25,0.94,10,0.3,2.9,1,0,42,1.3,6,0,per 100g
"Beef, all cuts, separable fat, cooked, no added fat","2,317",15.3,55.6,0,0,29,1.3,12,0.4,2.1,0.6,0,22,0.96,8,0,per 100g
"Beef, casserole meat, boneless or bone-in, shin, lean, raw",394,21.9,0.6,0,0,69,4.9,0,0.12,1.4,3.8,0,1,1.9,9,8.2,per 100g
"Beef, casserole meat, boneless or bone-in, shin, lean, casseroled, no added fat",682,33.8,2.8,0,0,60,7.5,0,0.07,2,0.7,0,0,2.2,14,12,per 100g
"Beef, casserole meat, boneless or bone-in, shin, semi-trimmed, raw",457,21.6,2.4,0,0,68,4.78,0,0.12,1.4,3.72,0,2,1.88,9,8,per 100g
"Beef, casserole meat, boneless or bone-in, shin, semi-trimmed, casseroled, no added fat",764,32.9,5.4,0,0,58,7.19,0,0.09,2,0.7,0,1,2.14,14,11.4,per 100g
"Beef, casserole meat, boneless or bone-in, shin, untrimmed, casseroled, no added fat",960,30.6,11.8,0,0,55,6.45,2,0.13,2,0.68,0,4,1.99,13,10,per 100g
"Beef, casserole meat, boneless or bone-in, shin, untrimmed, raw",519,21.3,4.2,0,0,66,4.66,1,0.13,1.4,3.63,0,4,1.86,9,7.7,per 100g
"Beef, boneless dice or strips, lean, raw",555,27.6,2.4,0,0,38,5.7,21,0.2,1.1,3.8,1,2,1.7,4,19,per 100g
"Beef, boneless dice or strips, lean, stir-fried, no added fat",648,31.5,3,0,0,47,7.2,25,0.06,1.3,0.7,0,2,2.8,4,7.5,per 100g
"Beef, boneless dice or strips, lean, casseroled, no added fat",745,37,3.1,0,0,28,7.66,18,0.1,0.9,4.59,1,2,2.28,5,25.5,per 100g
"Beef, boneless dice or strips, untrimmed, raw",587,27.3,3.3,0,0,38,5.62,21,0.21,1.2,3.75,1,2,1.69,4,18.7,per 100g
"Beef, boneless dice or strips, untrimmed, stir-fried, no added fat",667,31.3,3.6,0,0,47,7.13,25,0.07,1.3,0.7,0,2,2.78,4,7.4,per 100g
"Beef, boneless dice or strips, untrimmed, casseroled, no added fat",763,36.7,3.7,0,0,28,7.58,18,0.1,0.9,4.55,1,2,2.27,5,25.2,per 100g
"Beef, steak, boneless or bone-in, blade, lean, raw",474,22.2,2.6,0,0,56,4.6,21,0.12,0.9,3.8,1,2,1.9,4,12,per 100g
"Beef, steak, boneless or bone-in, blade, lean, grilled, no added fat",650,31.9,2.9,0,0,48,6,25,0.09,1.1,0.7,0,2,2.6,6,13,per 100g
"Beef, casserole meat, boneless or bone-in, blade, lean, casseroled",653,30.6,3.6,0,0,42,6.34,19,0.06,0.7,4.72,1,2,2.62,5,16.6,per 100g
"Beef, steak, boneless or bone-in, blade, semi-trimmed, raw",598,21.6,6.2,0,0,54,4.37,20,0.13,1,3.63,1,4,1.86,4,11.2,per 100g
"Beef, steak, boneless or bone-in, blade, semi-trimmed, grilled, no added fat",740,31,5.8,0,0,47,5.74,24,0.11,1.2,0.69,0,3,2.51,6,12.3,per 100g
"Beef, casserole meat, boneless, blade, semi-trimmed, casseroled",744,29.8,6.4,0,0,42,6.07,18,0.08,0.8,4.49,1,3,2.53,5,15.6,per 100g
"Beef, steak, boneless or bone-in, blade, untrimmed, raw",707,21,9.5,0,0,52,4.17,20,0.14,1.1,3.47,1,6,1.83,5,10.6,per 100g
"Beef, steak, with bone, blade, untrimmed, grilled, no added fat",791,30.5,7.4,0,0,46,5.6,24,0.12,1.2,0.69,0,4,2.46,6,11.9,per 100g
"Beef, casserole meat, boneless, blade, untrimmed, casseroled",794,29.3,8,0,0,41,5.92,18,0.09,0.8,4.37,1,3,2.48,5,15.1,per 100g
"Beef, casserole meat, boneless, blade or chuck, lean, raw",495,22.6,3,0,0,59,5.6,21,0.1,1.3,3.8,1,2,1.85,4,16,per 100g
"Beef, casserole meat, boneless, blade or chuck, lean, casseroled, no added fat",803,31.8,7.1,0,0,48,5.82,22,0.06,1.5,2.71,0,2,2.91,5,15.8,per 100g
"Beef, casserole meat, boneless, blade or chuck, semi-trimmed, raw",646,21.8,7.4,0,0,56,5.23,20,0.12,1.4,3.59,1,5,1.81,4,14.7,per 100g
"Beef, casserole meat, boneless, blade or chuck, semi-trimmed, casseroled",903,30.7,10.3,0,0,46,5.52,21,0.08,1.6,2.59,0,3,2.78,6,14.7,per 100g
"Beef, casserole meat, boneless, blade or chuck, untrimmed, raw",731,21.3,10,0,0,55,5.04,20,0.12,1.5,3.47,1,6,1.78,4,14.1,per 100g
"Beef, casserole meat, boneless, blade or chuck, untrimmed, casseroled, no added fat",942,30.3,11.5,0,0,46,5.41,21,0.09,1.6,2.53,0,4,2.73,6,14.3,per 100g
"Beef, casserole meat, boneless, chuck, lean, raw",517,23,3.4,0,0,62,6.6,21,0.08,1.7,3.8,1,2,1.8,4,20,per 100g
"Beef, casserole meat, boneless, chuck, lean, casseroled, no added fat",953,33,10.6,0,0,53,5.3,25,0.06,2.3,0.7,0,2,3.2,6,15,per 100g
"Beef, casserole meat, boneless, chuck, semi-trimmed, raw",693,22,8.6,0,0,59,6.09,20,0.1,1.8,3.55,1,5,1.76,4,18.2,per 100g
"Beef, casserole meat, boneless, chuck, semi-trimmed, casseroled","1,062",31.6,14.2,0,0,51,4.98,24,0.08,2.3,0.69,0,4,3.02,6,13.8,per 100g
"Beef, casserole meat, boneless, chuck, untrimmed, raw",755,21.7,10.4,0,0,58,5.91,20,0.11,1.8,3.46,1,6,1.74,4,17.6,per 100g
"Beef, casserole meat, boneless, chuck, untrimmed, casseroled, no added fat","1,089",31.2,15.1,0,0,51,4.9,24,0.09,2.3,0.69,0,4,2.98,6,13.5,per 100g
"Beef, diced, lean, raw",574,27.9,2.7,0,0,38,5.7,21,0.19,1.3,3.8,1,2,1.7,4,19,per 100g
"Beef, diced, lean, dry-fried, no added fat",653,32.1,2.9,0,0,47,7.2,25,0.01,0.1,0.7,0,2,2.8,4,15,per 100g
"Beef, diced, lean, casseroled, no added fat",750,36.5,3.5,0,0,27,7.45,18,0.09,1,4.47,1,2,2.22,5,24.8,per 100g
"Beef, diced, untrimmed, raw",614,27.6,3.9,0,0,38,5.6,21,0.19,1.3,3.74,1,2,1.69,4,18.6,per 100g
"Beef, diced, untrimmed, dry-fried, no added fat",678,31.8,3.7,0,0,47,7.11,25,0.02,0.1,0.7,0,2,2.77,4,14.8,per 100g
"Beef, diced, untrimmed, casseroled, no added fat",774,36.2,4.3,0,0,27,7.36,18,0.09,1,4.41,1,2,2.2,5,24.5,per 100g
"Beef, steak, boneless, fillet or tenderloin, lean, raw",570,22.2,5.2,0,0,57,3.8,21,0.13,1.9,3.8,1,2,2.2,6,12,per 100g
"Beef, steak, boneless, fillet or tenderloin, lean, grilled, no added fat",746,31.9,5.5,0,0,49,7.8,25,0.13,3,0.7,0,2,2.2,10,15,per 100g
"Beef, steak, boneless, fillet or tenderloin, semi-trimmed, raw",665,21.7,8,0,0,55,3.66,20,0.14,2,3.66,1,4,2.16,6,11.4,per 100g
"Beef, steak, boneless, fillet or tenderloin, semi-trimmed, grilled, no added fat",783,31.5,6.7,0,0,48,7.64,25,0.14,3,0.7,0,2,2.17,10,14.6,per 100g
"Beef, steak, boneless, fillet or tenderloin, untrimmed, raw",710,21.4,9.3,0,0,55,3.59,20,0.14,2,3.59,1,5,2.13,6,11.1,per 100g
"Beef, steak, boneless, fillet or tenderloin, untrimmed, grilled, no added fat",849,30.8,8.8,0,0,48,7.37,24,0.15,2.9,0.69,0,3,2.12,9,14,per 100g
"Beef, mince, lower fat, raw",541,22.9,4.1,0,0,68,2.34,21,0.07,3,3.2,0,0,1.56,7,12.4,per 100g
"Beef, mince, lower fat, stir-fried, no added fat",849,32.3,8.1,0,0,82,6.89,25,0.09,3.6,2.9,0,6,2.58,9,14.6,per 100g
"Beef, mince, regular fat, raw",710,22.4,8.9,0,0,68,2.27,21,0.07,3,3.2,0,0,1.5,7,12.4,per 100g
"Beef, mince, regular fat, stir-fried, no added fat","1,108",29.5,16.4,0,0,82,5.97,25,0.09,3.6,2.9,0,6,2.55,9,14.6,per 100g
"Beef, mince, higher fat, raw",767,22.5,10.4,0,0,51,2.09,10,0.23,1.8,3.2,0,0,1.45,4,12.4,per 100g
"Beef, mince, higher fat, stir-fried, no added fat",968,27.6,13.5,0,0,60,5.43,12,0.27,2.1,2.9,0,0,2.29,5,14.6,per 100g
"Beef, roasting piece, silverside or topside, lean, raw",526,23,3.6,0,0,44,2.96,21,0.19,0.8,3.75,1,2,1.24,4,10.8,per 100g
"Beef, roasting piece, silverside or topside, lean, roasted, no added fat",662,29.8,4.2,0,0,54,4.8,25,0.11,1.5,0.7,0,2,2.4,4,13.5,per 100g
"Beef, roasting piece, silverside or topside, semi-trimmed, raw",563,22.8,4.7,0,0,43,2.93,21,0.19,0.8,3.7,1,3,1.24,4,10.6,per 100g
"Beef, roasting piece, silverside or topside, semi-trimmed, roasted, no added fat",711,29.4,5.7,0,0,53,4.7,25,0.12,1.5,0.7,0,2,2.36,4,13.1,per 100g
"Beef, roasting piece, silverside or topside, untrimmed, raw",696,22,8.7,0,0,42,2.79,20,0.2,1,3.51,1,6,1.25,4,9.9,per 100g
"Beef, roasting piece, silverside or topside, untrimmed, roasted, no added fat",795,28.6,8.3,0,0,52,4.52,24,0.13,1.5,0.69,0,4,2.28,4,12.4,per 100g
"Beef, steak, boneless, round, lean, raw",420,21,1.7,0,0,50,4.1,21,0.13,0.8,3.8,1,2,2.1,4,9,per 100g
"Beef, steak, boneless, round, lean, grilled, no added fat",615,31.8,2,0,0,43,8.2,25,0.09,1,0.7,0,2,3.3,6,20,per 100g
"Beef, steak, boneless, round, semi-trimmed, raw",525,20.5,4.7,0,0,49,3.94,20,0.14,0.8,3.66,1,4,2.06,4,8.5,per 100g
"Beef, steak, boneless, round, semi-trimmed, grilled, no added fat",656,31.4,3.3,0,0,43,8.03,25,0.1,1,0.7,0,2,3.24,6,19.5,per 100g
"Beef, steak, boneless, round, untrimmed, raw",568,20.4,6,0,0,48,3.87,20,0.14,0.9,3.6,1,4,2.04,4,8.4,per 100g
"Beef, steak, boneless, round, untrimmed, grilled, no added fat",697,31,4.6,0,0,42,7.87,24,0.1,1,0.7,0,3,3.19,6,19,per 100g
"Beef, rump steak, lean, raw",450,20.4,2.8,0,0,50,4.1,21,0.19,1.3,3.8,1,2,2.1,4,8,per 100g
"Beef, rump steak, lean, grilled, no added fat",710,32,4.5,0,0,43,8.2,25,0.11,2.5,0.7,0,2,3.3,6,10,per 100g
"Beef, rump steak, semi-trimmed, raw",546,20,5.6,0,0,49,3.95,20,0.2,1.4,3.67,1,4,2.06,4,7.6,per 100g
"Beef, rump steak, semi-trimmed, grilled, no added fat",804,31,7.5,0,0,42,7.8,24,0.13,2.5,0.69,0,3,3.16,6,9.4,per 100g
"Beef, rump steak, untrimmed, raw",815,18.9,13.3,0,0,46,3.53,19,0.21,1.6,3.3,1,9,1.96,4,6.6,per 100g
"Beef, rump steak, untrimmed, grilled, no added fat",910,29.9,10.8,0,0,41,7.34,23,0.15,2.4,0.69,0,4,3.01,6,8.8,per 100g
"Beef, steak, boneless, scotch fillet, lean, raw",508,23.8,2.8,0,0,57,3.8,21,0.14,0.4,3.8,1,2,2.2,6,7,per 100g
"Beef, steak, boneless, scotch fillet, lean, grilled, no added fat",707,31.9,4.5,0,0,49,7.8,25,0.14,1.4,0.7,0,2,2.2,10,15,per 100g
"Beef, steak, boneless rump or sirloin, lean, raw",465,22.2,2.4,0,0,54,3.95,21,0.18,1,3.8,1,2,2.15,5,9,per 100g
"Beef, steak, boneless rump or sirloin, lean, grilled, no added fat",684,31.2,4.1,0,0,46,8,25,0.14,2,0.7,0,2,2.75,8,11,per 100g
"Beef, steak, boneless rump or sirloin, semi-trimmed, raw",572,21.7,5.5,0,0,52,3.79,20,0.19,1.2,3.65,1,4,2.1,5,8.5,per 100g
"Beef, steak, boneless rump or sirloin, semi-trimmed, grilled, no added fat",775,30.4,7,0,0,45,7.63,24,0.15,2,0.69,0,3,2.65,8,10.4,per 100g
"Beef, steak, boneless rump or sirloin, untrimmed, raw",872,20.2,14.3,0,0,48,3.34,19,0.21,1.4,3.23,1,10,1.98,5,7.2,per 100g
"Beef, steak, boneless rump or sirloin, untrimmed, grilled, no added fat",959,28.6,12.8,0,0,43,6.89,23,0.18,2,0.68,0,5,2.47,8,9.1,per 100g
"Beef, steak, boneless, scotch fillet, semi-trimmed, raw",751,22.4,10,0,0,53,3.45,20,0.16,0.7,3.45,1,7,2.09,6,6.1,per 100g
"Beef, steak, boneless, scotch fillet, semi-trimmed, grilled, no added fat",862,30.3,9.4,0,0,47,7.17,24,0.16,1.5,0.69,0,4,2.08,9,13.6,per 100g
"Beef, steak, boneless, scotch fillet, untrimmed, raw",883,21.6,13.9,0,0,51,3.26,19,0.17,0.9,3.27,1,9,2.03,6,5.7,per 100g
"Beef, steak, boneless, scotch fillet, untrimmed, grilled, no added fat",953,29.4,12.3,0,0,46,6.81,23,0.18,1.5,0.68,0,5,2.01,9,12.7,per 100g
"Beef, silverside roast, lean, raw",495,24.1,2.3,0,0,44,3,21,0.15,0.6,3.8,1,2,1.24,4,10,per 100g
"Beef, silverside roast, lean, roasted, no added fat",664,26.9,5.6,0,0,54,4.8,25,0.09,1.2,0.7,0,2,2.4,4,13,per 100g
"Beef, silverside roast, semi-trimmed, raw",568,23.6,4.5,0,0,43,2.92,20,0.16,0.6,3.7,1,3,1.24,4,9.6,per 100g
"Beef, silverside roast, semi-trimmed, roasted, no added fat",704,26.6,6.8,0,0,53,4.72,25,0.1,1.2,0.7,0,2,2.36,4,12.7,per 100g
"Beef, silverside roast, untrimmed, raw",710,22.8,8.7,0,0,42,2.78,20,0.17,0.8,3.5,1,6,1.25,4,8.9,per 100g
"Beef, silverside roast, untrimmed, roasted, no added fat",797,26,9.6,0,0,52,4.52,24,0.12,1.3,0.69,0,4,2.28,4,12,per 100g
"Beef, sirloin steak, lean, raw",480,24.1,1.9,0,0,57,3.8,21,0.18,0.8,3.8,1,2,2.2,6,10,per 100g
"Beef, sirloin steak, lean, grilled, no added fat",659,30.5,3.8,0,0,49,7.8,25,0.17,1.4,0.7,0,2,2.2,10,12,per 100g
"Beef, sirloin steak, semi-trimmed, raw",599,23.4,5.4,0,0,55,3.63,20,0.19,0.9,3.63,1,4,2.15,6,9.4,per 100g
"Beef, sirloin steak, semi-trimmed, grilled, no added fat",746,29.7,6.5,0,0,48,7.46,24,0.18,1.4,0.69,0,3,2.14,10,11.4,per 100g
"Beef, sirloin steak, untrimmed, raw",930,21.4,15.3,0,0,50,3.16,18,0.21,1.3,3.17,1,11,2,6,7.7,per 100g
"Beef, sirloin steak, untrimmed, grilled, no added fat","1,007",27.3,14.7,0,0,45,6.44,22,0.22,1.5,0.68,0,6,1.94,9,9.5,per 100g
"Beef, stir-fry strips, lean, raw",536,27.2,2,0,0,38,5.7,21,0.22,1,3.8,1,2,1.7,4,19,per 100g
"Beef, stir-fry strips, lean, dry-fried, no added fat",644,30.9,3.2,0,0,47,7.2,25,0.12,2.5,0.7,0,2,2.8,4,0,per 100g
"Beef, strips, lean, casseroled, no added fat",740,37.5,2.8,0,0,29,7.86,19,0.11,0.8,4.72,1,2,2.34,5,26.2,per 100g
"Beef, stir-fry strips, untrimmed, raw",559,27,2.7,0,0,38,5.64,21,0.22,1,3.77,1,2,1.7,4,18.8,per 100g
"Beef, stir-fry strips, untrimmed, dry-fried, no added fat",657,30.8,3.6,0,0,47,7.15,25,0.12,2.5,0.7,0,2,2.78,4,0,per 100g
"Beef, strips, untrimmed, casseroled, no added fat",752,37.3,3.2,0,0,29,7.81,19,0.11,0.8,4.68,1,2,2.33,5,26,per 100g
"Beef, steak, with bone, T-bone or blade, lean, raw",480,23.3,2.3,0,0,56,4.2,21,0.13,0.6,3.8,1,2,2.05,5,9.5,per 100g
"Beef, steak, with bone, T-bone or blade, lean, grilled, no added fat",643,30.6,3.4,0,0,48,6.9,25,0.12,1.2,0.7,0,2,2.4,8,13,per 100g
"Beef, steak, with bone, T-bone or blade, semi-trimmed, raw",668,22.2,7.8,0,0,54,3.91,20,0.14,0.9,3.54,1,5,1.97,5,8.7,per 100g
"Beef, steak, with bone, T-bone or blade, semi-trimmed, grilled, no added fat",789,29.3,7.9,0,0,47,6.39,24,0.14,1.3,0.69,0,4,2.28,8,11.9,per 100g
"Beef, steak, with bone, T-bone or blade, untrimmed, raw",848,21.2,13.2,0,0,51,3.63,19,0.16,1.1,3.28,1,9,1.9,5,7.9,per 100g
"Beef, steak, with bone, T-bone or blade, untrimmed, grilled, no added fat",888,28.4,10.9,0,0,46,6.03,23,0.16,1.4,0.68,0,5,2.2,8,11.1,per 100g
"Beef, steak, with bone, T-bone, lean, raw",487,24.4,2,0,0,57,3.8,21,0.14,0.4,3.8,1,2,2.2,6,7,per 100g
"Beef, steak, with bone, T-bone, lean, grilled, no added fat",637,29.2,3.8,0,0,49,7.8,25,0.14,1.4,0.7,0,2,2.2,10,13,per 100g
"Beef, steak, with bone, T-bone, semi-trimmed, raw",738,22.8,9.4,0,0,53,3.44,20,0.16,0.7,3.45,1,7,2.09,6,6.1,per 100g
"Beef, steak, with bone, T-bone, semi-trimmed, grilled, no added fat",837,27.5,10,0,0,47,7.03,23,0.17,1.5,0.69,0,4,2.05,9,11.4,per 100g
"Beef, steak, with bone, T-bone, untrimmed, raw",988,21.3,16.9,0,0,49,3.08,18,0.18,1,3.09,1,12,1.97,6,5.2,per 100g
"Beef, steak, with bone, T-bone, untrimmed, grilled, no added fat",984,26.3,14.5,0,0,45,6.46,22,0.19,1.5,0.68,0,6,1.94,9,10.3,per 100g
"Beef, topside roast, lean, raw",490,22.3,3,0,0,44,3,21,0.22,1,3.8,1,2,1.24,4,12,per 100g
"Beef, topside roast, lean, roasted, no added fat",660,32.7,2.8,0,0,54,4.8,25,0.12,1.8,0.7,0,2,2.4,4,14,per 100g
"Beef, topside roast, semi-trimmed, raw",558,22,5,0,0,43,2.93,21,0.22,1,3.7,1,3,1.24,4,11.6,per 100g
"Beef, topside roast, semi-trimmed, roasted, no added fat",719,32.1,4.7,0,0,53,4.67,24,0.13,1.8,0.7,0,3,2.35,4,13.5,per 100g
"Beef, topside roast, untrimmed, raw",681,21.3,8.6,0,0,42,2.8,20,0.23,1.1,3.53,1,6,1.24,4,10.8,per 100g
"Beef, topside roast, untrimmed, roasted, no added fat",793,31.3,7.1,0,0,52,4.52,24,0.14,1.8,0.69,0,4,2.28,4,12.9,per 100g
"Veal, all cuts, separable fat, raw","1,403",19.4,29,0,0,25,1.7,0,0.4,3,1,0,33,0.58,14,0,per 100g
"Veal, all cuts, separable fat, cooked","1,573",20.7,33,0,0,32,1.5,0,0.2,3.3,0.6,0,31,0.79,7,0,per 100g
"Veal, boneless dice or strips, lean, raw",492,25.2,1.8,0,0,51,4.15,0,0.8,1.6,3.8,1,0,1.19,6,0,per 100g
"Veal, boneless dice or strips, lean, stir-fried, no added fat",633,31,2.9,0,0,82,6.4,0,1,3,0.7,0,2,2.05,8,15.5,per 100g
"Veal, boneless dice or strips, untrimmed, raw",508,25,2.2,0,0,50,4.11,0,0.79,1.6,3.75,1,0,1.18,6,0,per 100g
